branch,template_row_date,template_column,template_header_physical_interval,physical_date,physical_t,physical_interval,price,price_role,g0_kwh,geff_kwh,adjustment_surcharge_yuan
4-3,2025-05-20,110,18:10-18:20,2025-05-20,110,18:10-18:20,1.2897,realized,656.1765430334568,672.8153241291891,10.729517989582956
4-3,2025-05-20,111,18:20-18:30,2025-05-20,111,18:20-18:30,1.2434,realized,605.1627409423446,605.1627409423446,0.0
4-3,2025-05-20,112,18:30-18:40,2025-05-20,112,18:30-18:40,1.251,realized,0.0,396.99442147842973,248.32001063475778
4-3,2025-05-20,113,18:40-18:50,2025-05-20,113,18:40-18:50,1.3073,realized,61.442693425238645,61.442693425238645,0.0
4-3,2025-05-20,114,18:50-19:00,2025-05-20,114,18:50-19:00,1.3589,realized,28.643629913316772,28.643629913316772,0.0
4-3,2025-05-20,115,19:00-19:10,2025-05-20,115,19:00-19:10,1.353,realized,719.0231321997103,751.725993682658,22.123485793214115
4-3,2025-05-20,116,19:10-19:20,2025-05-20,116,19:10-19:20,1.3179,realized,719.0361635930716,746.142407103053,17.861659160902224
4-3,2025-05-20,117,19:20-19:30,2025-05-20,117,19:20-19:30,1.2922,realized,0.0,0.0,0.0
4-3,2025-05-20,118,19:30-19:40,2025-05-20,118,19:30-19:40,1.2968,realized,28.507798016698075,28.507798016698075,0.0
4-3,2025-05-20,119,19:40-19:50,2025-05-20,119,19:40-19:50,1.3232,realized,53.89869703094985,53.89869703094985,0.0
4-3,2025-05-20,120,19:50-20:00,2025-05-20,120,19:50-20:00,1.3553,realized,662.4278706382916,725.6096968288279,42.81516451801692
4-3,2025-05-20,121,20:00-20:10,2025-05-20,121,20:00-20:10,1.373,realized,0.0,0.0,0.0
4-3,2025-05-20,122,20:10-20:20,2025-05-20,122,20:10-20:20,1.3486,realized,66.3040385016692,66.3040385016692,0.0
4-3,2025-05-20,123,20:20-20:30,2025-05-20,123,20:20-20:30,1.322,realized,124.66713335587065,124.66713335587065,0.0
4-3,2025-05-20,124,20:30-20:40,2025-05-20,124,20:30-20:40,1.3372,realized,37.352669682097485,37.352669682097485,0.0
4-3,2025-05-20,125,20:40-20:50,2025-05-20,125,20:40-20:50,1.1872,realized,767.6744664059479,767.6744664059479,0.0
4-3,2025-05-20,126,20:50-21:00,2025-05-20,126,20:50-21:00,0.9407,realized,816.6510879422751,816.6510879422751,0.0
4-3,2025-05-20,127,21:00-21:10,2025-05-20,127,21:00-21:10,0.8953,realized,806.054443161035,806.054443161035,0.0
4-3,2025-05-20,128,21:10-21:20,2025-05-20,128,21:10-21:20,0.9175,realized,804.9982585639502,804.9982585639502,0.0
4-3,2025-05-20,129,21:20-21:30,2025-05-20,129,21:20-21:30,0.9507,realized,832.6149477357909,832.6149477357909,0.0
4-3,2025-05-20,130,21:30-21:40,2025-05-20,130,21:30-21:40,1.0268,realized,796.2880039039871,796.2880039039871,0.0
4-3,2025-05-20,131,21:40-21:50,2025-05-20,131,21:40-21:50,0.8044,realized,734.0417109946792,734.0417109946792,0.0
4-3,2025-05-20,132,21:50-22:00,2025-05-20,132,21:50-22:00,0.4322,realized,671.7870916052757,671.7870916052757,0.0
4-3,2025-05-20,133,22:00-22:10,2025-05-20,133,22:00-22:10,0.4294,realized,1399.8384780819756,1399.8384780819756,0.0
4-3,2025-05-20,134,22:10-22:20,2025-05-20,134,22:10-22:20,0.4703,realized,653.7957284015595,653.7957284015595,0.0
4-3,2025-05-20,135,22:20-22:30,2025-05-20,135,22:20-22:30,0.418,realized,687.3879791828928,687.3879791828928,0.0
4-3,2025-05-20,136,22:30-22:40,2025-05-20,136,22:30-22:40,0.4605,realized,1382.3965375584944,1382.3965375584944,0.0
4-3,2025-05-20,137,22:40-22:50,2025-05-20,137,22:40-22:50,0.4668,realized,1339.8751919431684,1339.8751919431684,0.0
4-3,2025-05-20,138,22:50-23:00,2025-05-20,138,22:50-23:00,0.4148,realized,1320.54935831485,1320.54935831485,0.0
4-3,2025-05-20,139,23:00-23:10,2025-05-20,139,23:00-23:10,0.4236,realized,639.9443720327191,639.9443720327191,0.0
4-3,2025-05-20,140,23:10-23:20,2025-05-20,140,23:10-23:20,0.413,realized,677.6165369226821,677.6165369226821,0.0
4-3,2025-05-20,141,23:20-23:30,2025-05-20,141,23:20-23:30,0.386,realized,1390.6952008858457,1390.6952008858457,0.0
4-3,2025-05-20,142,23:30-23:40,2025-05-20,142,23:30-23:40,0.4301,realized,1367.174672984951,1367.174672984951,0.0
4-3,2025-05-20,143,23:40-23:50,2025-05-20,143,23:40-23:50,0.4375,realized,1318.9833508841919,1318.9833508841919,0.0
4-3,2025-05-20,144,23:50-0:00+1,2025-05-20,144,23:50-00:00+1,0.4083,realized,1259.1019679704755,1259.1019679704755,0.0
4-3,2025-05-20,145,0:00-0:10+1,2025-05-21,1,0:00-0:10,0.4481,realized,611.8392289746431,611.8392289746431,0.0
4-3,2025-05-21,2,0:10-0:20,2025-05-21,2,0:10-0:20,0.4585,realized,593.687096117497,593.687096117497,0.0
4-3,2025-05-21,3,0:20-0:30,2025-05-21,3,0:20-0:30,0.4298,realized,603.5687148392562,603.5687148392562,0.0
4-3,2025-05-21,4,0:30-0:40,2025-05-21,4,0:30-0:40,0.4488,realized,591.3146540483417,591.3146540483417,0.0
4-3,2025-05-21,5,0:40-0:50,2025-05-21,5,0:40-0:50,0.4301,realized,579.0962079721758,579.0962079721758,0.0
4-3,2025-05-21,6,0:50-1:00,2025-05-21,6,0:50-1:00,0.3803,realized,601.1722838712533,601.1722838712533,0.0
4-3,2025-05-21,7,1:00-1:10,2025-05-21,7,1:00-1:10,0.4037,realized,588.1482823232982,588.1482823232982,0.0
4-3,2025-05-21,8,1:10-1:20,2025-05-21,8,1:10-1:20,0.4508,realized,590.8454381097088,590.8454381097088,0.0
4-3,2025-05-21,9,1:20-1:30,2025-05-21,9,1:20-1:30,0.4585,realized,599.3481253675859,599.3481253675859,0.0
4-3,2025-05-21,10,1:30-1:40,2025-05-21,10,1:30-1:40,0.416,realized,1387.249501936491,1387.249501936491,0.0
4-3,2025-05-21,11,1:40-1:50,2025-05-21,11,1:40-1:50,0.4103,realized,630.7351451246103,630.7351451246103,0.0
4-3,2025-05-21,12,1:50-2:00,2025-05-21,12,1:50-2:00,0.4529,realized,612.4108305180744,612.4108305180744,0.0
4-3,2025-05-21,13,2:00-2:10,2025-05-21,13,2:00-2:10,0.4727,realized,594.9322826351602,594.9322826351602,0.0
4-3,2025-05-21,14,2:10-2:20,2025-05-21,14,2:10-2:20,0.4664,realized,612.631451987168,612.631451987168,0.0
4-3,2025-05-21,15,2:20-2:30,2025-05-21,15,2:20-2:30,0.4557,realized,618.7876695248618,618.7876695248618,0.0
4-3,2025-05-21,16,2:30-2:40,2025-05-21,16,2:30-2:40,0.4626,realized,600.8283270411821,600.8283270411821,0.0
4-3,2025-05-21,17,2:40-2:50,2025-05-21,17,2:40-2:50,0.4844,realized,605.2818636627974,605.2818636627974,0.0
4-3,2025-05-21,18,2:50-3:00,2025-05-21,18,2:50-3:00,0.4979,realized,633.5666911457479,633.5666911457479,0.0
4-3,2025-05-21,19,3:00-3:10,2025-05-21,19,3:00-3:10,0.4785,realized,590.3264530190381,590.3264530190381,0.0
4-3,2025-05-21,20,3:10-3:20,2025-05-21,20,3:10-3:20,0.4485,realized,586.98687434716,586.98687434716,0.0
4-3,2025-05-21,21,3:20-3:30,2025-05-21,21,3:20-3:30,0.4305,realized,617.2169452117391,617.2169452117391,0.0
4-3,2025-05-21,22,3:30-3:40,2025-05-21,22,3:30-3:40,0.4329,realized,635.5053553560628,635.5053553560628,0.0
4-3,2025-05-21,23,3:40-3:50,2025-05-21,23,3:40-3:50,0.454,realized,647.9278746165088,647.9278746165088,0.0
4-3,2025-05-21,24,3:50-4:00,2025-05-21,24,3:50-4:00,0.4727,realized,623.8848694683096,623.8848694683096,0.0
4-3,2025-05-21,25,4:00-4:10,2025-05-21,25,4:00-4:10,0.4653,realized,609.0460598055614,609.0460598055614,0.0
4-3,2025-05-21,26,4:10-4:20,2025-05-21,26,4:10-4:20,0.4644,realized,617.8256840365458,617.8256840365458,0.0
4-3,2025-05-21,27,4:20-4:30,2025-05-21,27,4:20-4:30,0.4667,realized,610.8786885868616,610.8786885868616,0.0
4-3,2025-05-21,28,4:30-4:40,2025-05-21,28,4:30-4:40,0.4394,realized,592.4216328740894,592.4216328740894,0.0
4-3,2025-05-21,29,4:40-4:50,2025-05-21,29,4:40-4:50,0.4306,realized,582.618963328236,582.618963328236,0.0
4-3,2025-05-21,30,4:50-5:00,2025-05-21,30,4:50-5:00,0.4354,realized,604.1160323004765,604.1160323004765,0.0
4-3,2025-05-21,31,5:00-5:10,2025-05-21,31,5:00-5:10,0.4065,realized,604.6171930120906,604.6171930120906,0.0
4-3,2025-05-21,32,5:10-5:20,2025-05-21,32,5:10-5:20,0.41,realized,565.5725395039018,565.5725395039018,0.0
4-3,2025-05-21,33,5:20-5:30,2025-05-21,33,5:20-5:30,0.4001,realized,1330.091680420286,1330.091680420286,0.0
4-3,2025-05-21,34,5:30-5:40,2025-05-21,34,5:30-5:40,0.311,realized,1273.9021225167403,1273.9021225167403,0.0
4-3,2025-05-21,35,5:40-5:50,2025-05-21,35,5:40-5:50,0.5334,realized,70.05772015955658,70.05772015955658,0.0
4-3,2025-05-21,36,5:50-6:00,2025-05-21,36,5:50-6:00,0.9087,realized,0.0,0.0,0.0
4-3,2025-05-21,37,6:00-6:10,2025-05-21,37,6:00-6:10,0.8609,realized,0.0,0.0,0.0
4-3,2025-05-21,38,6:10-6:20,2025-05-21,38,6:10-6:20,0.7815,realized,0.0,0.0,0.0
4-3,2025-05-21,39,6:20-6:30,2025-05-21,39,6:20-6:30,0.8476,realized,0.0,0.0,0.0
4-3,2025-05-21,40,6:30-6:40,2025-05-21,40,6:30-6:40,0.8332,realized,0.0,0.0,0.0
4-3,2025-05-21,41,6:40-6:50,2025-05-21,41,6:40-6:50,0.7566,realized,0.0,0.0,0.0
4-3,2025-05-21,42,6:50-7:00,2025-05-21,42,6:50-7:00,0.6828,realized,0.0,0.0,0.0
4-3,2025-05-21,43,7:00-7:10,2025-05-21,43,7:00-7:10,0.6514,realized,0.0,0.0,0.0
4-3,2025-05-21,44,7:10-7:20,2025-05-21,44,7:10-7:20,0.6729,realized,0.0,0.0,0.0
4-3,2025-05-21,45,7:20-7:30,2025-05-21,45,7:20-7:30,0.6716,realized,0.0,0.0,0.0
4-3,2025-05-21,46,7:30-7:40,2025-05-21,46,7:30-7:40,0.5957,realized,0.0,0.0,0.0
4-3,2025-05-21,47,7:40-7:50,2025-05-21,47,7:40-7:50,0.7837,realized,0.0,0.0,0.0
4-3,2025-05-21,48,7:50-8:00,2025-05-21,48,7:50-8:00,1.1258,realized,0.0,0.0,0.0
4-3,2025-05-21,49,8:00-8:10,2025-05-21,49,8:00-8:10,1.1456,realized,0.0,0.0,0.0
4-3,2025-05-21,50,8:10-8:20,2025-05-21,50,8:10-8:20,1.0753,realized,0.0,0.0,0.0
4-3,2025-05-21,51,8:20-8:30,2025-05-21,51,8:20-8:30,1.0673,realized,0.0,0.0,0.0
4-3,2025-05-21,52,8:30-8:40,2025-05-21,52,8:30-8:40,1.0422,realized,0.0,0.0,0.0
4-3,2025-05-21,53,8:40-8:50,2025-05-21,53,8:40-8:50,1.0455,realized,0.0,0.0,0.0
4-3,2025-05-21,54,8:50-9:00,2025-05-21,54,8:50-9:00,1.066,realized,0.0,0.0,0.0
4-3,2025-05-21,55,9:00-9:10,2025-05-21,55,9:00-9:10,1.0331,realized,0.0,0.0,0.0
4-3,2025-05-21,56,9:10-9:20,2025-05-21,56,9:10-9:20,0.9978,realized,0.0,0.0,0.0
4-3,2025-05-21,57,9:20-9:30,2025-05-21,57,9:20-9:30,0.9835,realized,0.0,0.0,0.0
4-3,2025-05-21,58,9:30-9:40,2025-05-21,58,9:30-9:40,0.9672,realized,0.0,0.0,0.0
4-3,2025-05-21,59,9:40-9:50,2025-05-21,59,9:40-9:50,0.9714,realized,0.0,0.0,0.0
4-3,2025-05-21,60,9:50-10:00,2025-05-21,60,9:50-10:00,0.9639,realized,0.0,0.0,0.0
4-3,2025-05-21,61,10:00-10:10,2025-05-21,61,10:00-10:10,0.8885,realized,0.0,0.0,0.0
4-3,2025-05-21,62,10:10-10:20,2025-05-21,62,10:10-10:20,0.8556,realized,0.0,0.0,0.0
4-3,2025-05-21,63,10:20-10:30,2025-05-21,63,10:20-10:30,0.9095,realized,0.0,0.0,0.0
4-3,2025-05-21,64,10:30-10:40,2025-05-21,64,10:30-10:40,0.9529,realized,0.0,0.0,0.0
4-3,2025-05-21,65,10:40-10:50,2025-05-21,65,10:40-10:50,0.7733,realized,0.0,0.0,0.0
4-3,2025-05-21,66,10:50-11:00,2025-05-21,66,10:50-11:00,0.4848,realized,0.0,0.0,0.0
4-3,2025-05-21,67,11:00-11:10,2025-05-21,67,11:00-11:10,0.4345,realized,0.0,0.0,0.0
4-3,2025-05-21,68,11:10-11:20,2025-05-21,68,11:10-11:20,0.4907,realized,0.0,0.0,0.0
4-3,2025-05-21,69,11:20-11:30,2025-05-21,69,11:20-11:30,0.5051,realized,0.0,0.0,0.0
4-3,2025-05-21,70,11:30-11:40,2025-05-21,70,11:30-11:40,0.4592,realized,0.0,0.0,0.0
4-3,2025-05-21,71,11:40-11:50,2025-05-21,71,11:40-11:50,0.42,realized,228.86756321468647,228.94369519646443,0.015987716173372062
4-3,2025-05-21,72,11:50-12:00,2025-05-21,72,11:50-12:00,0.398,realized,458.6615529879223,458.6615529879223,0.0
4-3,2025-05-21,73,12:00-12:10,2025-05-21,73,12:00-12:10,0.3567,realized,389.21922802164147,389.21922802164147,0.0
4-3,2025-05-21,74,12:10-12:20,2025-05-21,74,12:10-12:20,0.3714,realized,374.5902955658777,374.5902955658777,0.0
4-3,2025-05-21,75,12:20-12:30,2025-05-21,75,12:20-12:30,0.4006,realized,389.1313872676177,389.1313872676177,0.0
4-3,2025-05-21,76,12:30-12:40,2025-05-21,76,12:30-12:40,0.3512,realized,439.61803613205893,439.61803613205893,0.0
4-3,2025-05-21,77,12:40-12:50,2025-05-21,77,12:40-12:50,0.492,realized,0.0,0.0,0.0
4-3,2025-05-21,78,12:50-13:00,2025-05-21,78,12:50-13:00,0.7597,realized,0.0,0.0,0.0
4-3,2025-05-21,79,13:00-13:10,2025-05-21,79,13:00-13:10,0.7986,realized,0.0,0.0,0.0
4-3,2025-05-21,80,13:10-13:20,2025-05-21,80,13:10-13:20,0.7735,realized,0.0,0.0,0.0
4-3,2025-05-21,81,13:20-13:30,2025-05-21,81,13:20-13:30,0.7815,realized,0.0,0.0,0.0
4-3,2025-05-21,82,13:30-13:40,2025-05-21,82,13:30-13:40,0.7516,realized,0.0,0.0,0.0
4-3,2025-05-21,83,13:40-13:50,2025-05-21,83,13:40-13:50,0.7454,realized,0.0,0.0,0.0
4-3,2025-05-21,84,13:50-14:00,2025-05-21,84,13:50-14:00,0.7855,realized,0.0,0.0,0.0
4-3,2025-05-21,85,14:00-14:10,2025-05-21,85,14:00-14:10,0.8342,realized,0.0,0.0,0.0
4-3,2025-05-21,86,14:10-14:20,2025-05-21,86,14:10-14:20,0.9105,realized,0.0,0.0,0.0
4-3,2025-05-21,87,14:20-14:30,2025-05-21,87,14:20-14:30,0.9953,realized,0.0,0.0,0.0
4-3,2025-05-21,88,14:30-14:40,2025-05-21,88,14:30-14:40,1.0122,realized,0.0,0.0,0.0
4-3,2025-05-21,89,14:40-14:50,2025-05-21,89,14:40-14:50,0.876,realized,0.0,0.0,0.0
4-3,2025-05-21,90,14:50-15:00,2025-05-21,90,14:50-15:00,0.686,realized,73.24785678450758,73.24785678450758,0.0
4-3,2025-05-21,91,15:00-15:10,2025-05-21,91,15:00-15:10,0.6545,realized,145.78534204407856,145.78534204407856,0.0
4-3,2025-05-21,92,15:10-15:20,2025-05-21,92,15:10-15:20,0.7037,realized,113.74558619609729,113.74558619609729,0.0
4-3,2025-05-21,93,15:20-15:30,2025-05-21,93,15:20-15:30,0.7541,realized,185.80467094918083,185.80467094918083,0.0
4-3,2025-05-21,94,15:30-15:40,2025-05-21,94,15:30-15:40,0.7885,realized,216.3470052431279,216.3470052431279,0.0
4-3,2025-05-21,95,15:40-15:50,2025-05-21,95,15:40-15:50,0.7521,realized,212.17283845376426,212.17283845376426,0.0
4-3,2025-05-21,96,15:50-16:00,2025-05-21,96,15:50-16:00,0.708,realized,296.94165975116164,296.94165975116164,0.0
4-3,2025-05-21,97,16:00-16:10,2025-05-21,97,16:00-16:10,0.7803,realized,329.0824190466567,329.0824190466567,0.0
4-3,2025-05-21,98,16:10-16:20,2025-05-21,98,16:10-16:20,0.8346,realized,368.78448867277905,368.78448867277905,0.0
4-3,2025-05-21,99,16:20-16:30,2025-05-21,99,16:20-16:30,0.8223,realized,462.53976737034736,462.53976737034736,0.0
4-3,2025-05-21,100,16:30-16:40,2025-05-21,100,16:30-16:40,0.8289,realized,504.94533511434065,504.94533511434065,0.0
4-3,2025-05-21,101,16:40-16:50,2025-05-21,101,16:40-16:50,0.8659,realized,512.9029315735874,512.9029315735874,0.0
4-3,2025-05-21,102,16:50-17:00,2025-05-21,102,16:50-17:00,0.931,realized,557.4239682856089,557.4239682856089,0.0
4-3,2025-05-21,103,17:00-17:10,2025-05-21,103,17:00-17:10,1.0101,realized,644.9805628318226,644.9805628318226,0.0
4-3,2025-05-21,104,17:10-17:20,2025-05-21,104,17:10-17:20,1.0217,realized,666.3146572689498,666.3146572689498,0.0
4-3,2025-05-21,105,17:20-17:30,2025-05-21,105,17:20-17:30,0.9753,realized,709.8286286221319,709.8286286221319,0.0
4-3,2025-05-21,106,17:30-17:40,2025-05-21,106,17:30-17:40,0.9778,realized,818.0443147012649,818.0443147012649,0.0
4-3,2025-05-21,107,17:40-17:50,2025-05-21,107,17:40-17:50,1.0915,realized,765.9391334867345,765.9391334867345,0.0
4-3,2025-05-21,108,17:50-18:00,2025-05-21,108,17:50-18:00,1.2429,realized,570.3769485289113,570.3769485289113,0.0
4-3,2025-05-21,109,18:00-18:10,2025-05-21,109,18:00-18:10,1.2878,realized,597.3413372798307,629.0341748440288,20.407018107587195
4-3,2025-05-21,110,18:10-18:20,2025-05-21,110,18:10-18:20,1.2868,realized,673.4922775879312,682.429643167266,5.750301013744025
4-3,2025-05-21,111,18:20-18:30,2025-05-21,111,18:20-18:30,1.2996,realized,627.5761267421562,627.5761267421562,0.0
4-3,2025-05-21,112,18:30-18:40,2025-05-21,112,18:30-18:40,1.3171,realized,677.8001694047896,677.8001694047896,0.0
4-3,2025-05-21,113,18:40-18:50,2025-05-21,113,18:40-18:50,1.2754,realized,81.51106132387224,82.78732912845442,0.8138759789820535
4-3,2025-05-21,114,18:50-19:00,2025-05-21,114,18:50-19:00,1.2193,realized,60.76340825006889,62.03967605465107,0.7780766670635235
4-3,2025-05-21,115,19:00-19:10,2025-05-21,115,19:00-19:10,1.2619,realized,118.58099255073273,118.58099255073273,0.0
4-3,2025-05-21,116,19:10-19:20,2025-05-21,116,19:10-19:20,1.3079,realized,731.5992096398166,753.4108211078562,14.263703319524488
4-3,2025-05-21,117,19:20-19:30,2025-05-21,117,19:20-19:30,1.3098,realized,30.371123354951237,30.371123354951237,0.0
4-3,2025-05-21,118,19:30-19:40,2025-05-21,118,19:30-19:40,1.3122,realized,55.01852106017759,55.01852106017759,0.0
4-3,2025-05-21,119,19:40-19:50,2025-05-21,119,19:40-19:50,1.3188,realized,60.233019280879944,60.233019280879944,0.0
4-3,2025-05-21,120,19:50-20:00,2025-05-21,120,19:50-20:00,1.3108,realized,683.3458533249834,717.3274270532528,22.27152342150775
4-3,2025-05-21,121,20:00-20:10,2025-05-21,121,20:00-20:10,1.2753,realized,36.02153957503572,36.02153957503572,0.0
4-3,2025-05-21,122,20:10-20:20,2025-05-21,122,20:10-20:20,1.2666,realized,69.20863108720448,69.20863108720448,0.0
4-3,2025-05-21,123,20:20-20:30,2025-05-21,123,20:20-20:30,1.3124,realized,80.29390170898887,80.29390170898887,0.0
4-3,2025-05-21,124,20:30-20:40,2025-05-21,124,20:30-20:40,1.3612,realized,57.05991924800412,57.05991924800412,0.0
4-3,2025-05-21,125,20:40-20:50,2025-05-21,125,20:40-20:50,1.2338,realized,787.3712685790558,787.3712685790558,0.0
4-3,2025-05-21,126,20:50-21:00,2025-05-21,126,20:50-21:00,1.0075,realized,811.7414034651902,811.7414034651902,0.0
4-3,2025-05-21,127,21:00-21:10,2025-05-21,127,21:00-21:10,0.9466,realized,776.9091377666027,776.9091377666027,0.0
4-3,2025-05-21,128,21:10-21:20,2025-05-21,128,21:10-21:20,0.9218,realized,765.9150706030033,765.9150706030033,0.0
4-3,2025-05-21,129,21:20-21:30,2025-05-21,129,21:20-21:30,0.9211,realized,813.3693172785133,813.3693172785133,0.0
4-3,2025-05-21,130,21:30-21:40,2025-05-21,130,21:30-21:40,1.0272,realized,814.362027507355,814.362027507355,0.0
4-3,2025-05-21,131,21:40-21:50,2025-05-21,131,21:40-21:50,0.8492,realized,757.1679181277116,757.1679181277116,0.0
4-3,2025-05-21,132,21:50-22:00,2025-05-21,132,21:50-22:00,0.4601,realized,679.9300337235801,679.9300337235801,0.0
4-3,2025-05-21,133,22:00-22:10,2025-05-21,133,22:00-22:10,0.3574,realized,1407.1185088404995,1407.1185088404995,0.0
4-3,2025-05-21,134,22:10-22:20,2025-05-21,134,22:10-22:20,0.4035,realized,645.7203668668311,645.7203668668311,0.0
4-3,2025-05-21,135,22:20-22:30,2025-05-21,135,22:20-22:30,0.4428,realized,669.0058407459577,669.0058407459577,0.0
4-3,2025-05-21,136,22:30-22:40,2025-05-21,136,22:30-22:40,0.4638,realized,1394.8000409825347,1394.8000409825347,0.0
4-3,2025-05-21,137,22:40-22:50,2025-05-21,137,22:40-22:50,0.4484,realized,1382.5703824078905,1382.5703824078905,0.0
4-3,2025-05-21,138,22:50-23:00,2025-05-21,138,22:50-23:00,0.4276,realized,1356.68112018891,1356.68112018891,0.0
4-3,2025-05-21,139,23:00-23:10,2025-05-21,139,23:00-23:10,0.4563,realized,638.8262255595392,638.8262255595392,0.0
4-3,2025-05-21,140,23:10-23:20,2025-05-21,140,23:10-23:20,0.4724,realized,661.657428949142,661.657428949142,0.0
4-3,2025-05-21,141,23:20-23:30,2025-05-21,141,23:20-23:30,0.4604,realized,1393.399328096627,1393.399328096627,0.0
4-3,2025-05-21,142,23:30-23:40,2025-05-21,142,23:30-23:40,0.463,realized,1384.7573888503002,1384.7573888503002,0.0
4-3,2025-05-21,143,23:40-23:50,2025-05-21,143,23:40-23:50,0.4533,realized,1331.5523687875054,1331.5523687875054,0.0
4-3,2025-05-21,144,23:50-0:00+1,2025-05-21,144,23:50-00:00+1,0.4238,realized,1261.9685588037141,1261.9685588037141,0.0
4-3,2025-05-21,145,0:00-0:10+1,2025-05-22,1,0:00-0:10,0.3986,realized,605.2123031595961,605.2123031595961,0.0
4-3,2025-05-22,2,0:10-0:20,2025-05-22,2,0:10-0:20,0.382,realized,586.6795406819643,586.6795406819643,0.0
4-3,2025-05-22,3,0:20-0:30,2025-05-22,3,0:20-0:30,0.3896,realized,570.2841908058184,570.2841908058184,0.0
4-3,2025-05-22,4,0:30-0:40,2025-05-22,4,0:30-0:40,0.4339,realized,583.07051444507,583.07051444507,0.0
4-3,2025-05-22,5,0:40-0:50,2025-05-22,5,0:40-0:50,0.4523,realized,589.3752764866306,589.3752764866306,0.0
4-3,2025-05-22,6,0:50-1:00,2025-05-22,6,0:50-1:00,0.4417,realized,595.422939216712,595.422939216712,0.0
4-3,2025-05-22,7,1:00-1:10,2025-05-22,7,1:00-1:10,0.4556,realized,579.7223785371609,579.7223785371609,0.0
4-3,2025-05-22,8,1:10-1:20,2025-05-22,8,1:10-1:20,0.4602,realized,592.914211423885,592.914211423885,0.0
4-3,2025-05-22,9,1:20-1:30,2025-05-22,9,1:20-1:30,0.4362,realized,573.7665208853866,573.7665208853866,0.0
4-3,2025-05-22,10,1:30-1:40,2025-05-22,10,1:30-1:40,0.4068,realized,1138.2327240717595,1138.2327240717595,0.0
4-3,2025-05-22,11,1:40-1:50,2025-05-22,11,1:40-1:50,0.4119,realized,625.4679831758119,625.4679831758119,0.0
4-3,2025-05-22,12,1:50-2:00,2025-05-22,12,1:50-2:00,0.4403,realized,621.7654538200597,621.7654538200597,0.0
4-3,2025-05-22,13,2:00-2:10,2025-05-22,13,2:00-2:10,0.4452,realized,611.2766207408938,611.2766207408938,0.0
4-3,2025-05-22,14,2:10-2:20,2025-05-22,14,2:10-2:20,0.4528,realized,593.4935737060812,593.4935737060812,0.0
4-3,2025-05-22,15,2:20-2:30,2025-05-22,15,2:20-2:30,0.4604,realized,606.0994812629322,606.0994812629322,0.0
4-3,2025-05-22,16,2:30-2:40,2025-05-22,16,2:30-2:40,0.4358,realized,606.6965762435506,606.6965762435506,0.0
4-3,2025-05-22,17,2:40-2:50,2025-05-22,17,2:40-2:50,0.4208,realized,626.7777082609379,626.7777082609379,0.0
4-3,2025-05-22,18,2:50-3:00,2025-05-22,18,2:50-3:00,0.4441,realized,655.3565763751235,655.3565763751235,0.0
4-3,2025-05-22,19,3:00-3:10,2025-05-22,19,3:00-3:10,0.4871,realized,588.2505028061584,588.2505028061584,0.0
4-3,2025-05-22,20,3:10-3:20,2025-05-22,20,3:10-3:20,0.4774,realized,574.5099752701833,574.5099752701833,0.0
4-3,2025-05-22,21,3:20-3:30,2025-05-22,21,3:20-3:30,0.4242,realized,608.7957926516553,608.7957926516553,0.0
4-3,2025-05-22,22,3:30-3:40,2025-05-22,22,3:30-3:40,0.4099,realized,615.0519616354,615.0519616354,0.0
4-3,2025-05-22,23,3:40-3:50,2025-05-22,23,3:40-3:50,0.4303,realized,620.7682686879807,620.7682686879807,0.0
4-3,2025-05-22,24,3:50-4:00,2025-05-22,24,3:50-4:00,0.4515,realized,630.1646076873984,630.1646076873984,0.0
4-3,2025-05-22,25,4:00-4:10,2025-05-22,25,4:00-4:10,0.445,realized,599.3426273365185,599.3426273365185,0.0
4-3,2025-05-22,26,4:10-4:20,2025-05-22,26,4:10-4:20,0.4318,realized,591.6393271662291,591.6393271662291,0.0
4-3,2025-05-22,27,4:20-4:30,2025-05-22,27,4:20-4:30,0.4437,realized,599.5739090099048,599.5739090099048,0.0
4-3,2025-05-22,28,4:30-4:40,2025-05-22,28,4:30-4:40,0.4869,realized,611.7212333468626,611.7212333468626,0.0
4-3,2025-05-22,29,4:40-4:50,2025-05-22,29,4:40-4:50,0.4748,realized,619.3165851178032,619.3165851178032,0.0
4-3,2025-05-22,30,4:50-5:00,2025-05-22,30,4:50-5:00,0.4137,realized,603.4331735404626,603.4331735404626,0.0
4-3,2025-05-22,31,5:00-5:10,2025-05-22,31,5:00-5:10,0.402,realized,593.648741897251,593.648741897251,0.0
4-3,2025-05-22,32,5:10-5:20,2025-05-22,32,5:10-5:20,0.4383,realized,561.5446510124142,561.5446510124142,0.0
4-3,2025-05-22,33,5:20-5:30,2025-05-22,33,5:20-5:30,0.4286,realized,1336.7332497903087,1336.7332497903087,0.0
4-3,2025-05-22,34,5:30-5:40,2025-05-22,34,5:30-5:40,0.3239,realized,1277.676205997986,1277.676205997986,0.0
4-3,2025-05-22,35,5:40-5:50,2025-05-22,35,5:40-5:50,0.4958,realized,7.842635066991306,7.842635066991306,0.0
4-3,2025-05-22,36,5:50-6:00,2025-05-22,36,5:50-6:00,0.8546,realized,0.0,0.0,0.0
4-3,2025-05-22,37,6:00-6:10,2025-05-22,37,6:00-6:10,0.914,realized,0.0,0.0,0.0
